ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
92694,7,2024,R,N,12893,7589570,589
91901,8,2024,A,Y,0,0,0
91901,8,2024,C,Y,0,0,0
91901,8,2024,I,Y,0,0,0
91901,8,2024,R,Y,2504,1745323,697
91902,8,2024,A,Y,0,0,0
91902,8,2024,C,Y,0,0,0
91902,8,2024,I,Y,0,0,0
91902,8,2024,R,N,997,543893,546
91905,8,2024,A,Y,0,0,0
91905,8,2024,C,Y,0,0,0
91905,8,2024,I,Y,0,0,0
91905,8,2024,R,Y,0,0,0
91906,8,2024,A,Y,0,0,0
91906,8,2024,C,Y,0,0,0
91906,8,2024,I,Y,0,0,0
91906,8,2024,R,Y,550,357685,650
91910,8,2024,A,Y,0,0,0
91910,8,2024,C,Y,486,7788020,16025
91910,8,2024,I,Y,0,0,0
91910,8,2024,R,Y,6846,2442526,357
91911,8,2024,A,Y,0,0,0
91911,8,2024,C,Y,670,7776742,11607
91911,8,2024,I,Y,0,0,0
91911,8,2024,R,Y,5853,2098721,359
91912,8,2024,A,Y,0,0,0
91912,8,2024,C,Y,0,0,0
91912,8,2024,I,Y,0,0,0
91912,8,2024,R,Y,0,0,0
91913,8,2024,A,Y,0,0,0
91913,8,2024,C,Y,0,0,0
91913,8,2024,I,Y,0,0,0
91913,8,2024,R,N,5988,3027535,506
91914,8,2024,A,Y,0,0,0
91914,8,2024,C,Y,0,0,0
91914,8,2024,I,Y,0,0,0
91914,8,2024,R,N,823,483308,587
91915,8,2024,A,Y,0,0,0
91915,8,2024,C,Y,0,0,0
91915,8,2024,I,Y,0,0,0
91915,8,2024,R,Y,3667,1930561,526
91916,8,2024,A,Y,0,0,0
91916,8,2024,C,Y,0,0,0
91916,8,2024,I,Y,0,0,0
91916,8,2024,R,Y,0,0,0
91917,8,2024,A,Y,0,0,0
91917,8,2024,C,Y,0,0,0
91917,8,2024,I,Y,0,0,0
91917,8,2024,R,Y,0,0,0
91931,8,2024,A,Y,0,0,0
91931,8,2024,C,Y,0,0,0
91931,8,2024,I,Y,0,0,0
91931,8,2024,R,Y,0,0,0
91932,8,2024,A,Y,0,0,0
91932,8,2024,C,N,125,629272,5034
91932,8,2024,I,Y,0,0,0
91932,8,2024,R,N,3658,1132813,310
91934,8,2024,A,Y,0,0,0
91934,8,2024,C,Y,0,0,0
91934,8,2024,I,Y,0,0,0
91934,8,2024,R,Y,0,0,0
91935,8,2024,A,Y,0,0,0
91935,8,2024,C,Y,0,0,0
91935,8,2024,I,Y,0,0,0
91935,8,2024,R,N,504,323373,642
91941,8,2024,A,Y,0,0,0
91941,8,2024,C,Y,0,0,0
91941,8,2024,I,Y,0,0,0
91941,8,2024,R,N,3158,1585522,502
91942,8,2024,A,Y,0,0,0
91942,8,2024,C,N,517,6180294,11954
91942,8,2024,I,Y,0,0,0
91942,8,2024,R,N,6296,2885099,458
91945,8,2024,A,Y,0,0,0
91945,8,2024,C,N,587,3361226,5726
91945,8,2024,I,Y,0,0,0
91945,8,2024,R,N,9101,4227362,464
91948,8,2024,A,Y,0,0,0
91948,8,2024,C,Y,0,0,0
91948,8,2024,I,Y,0,0,0
91948,8,2024,R,Y,0,0,0
91950,8,2024,A,Y,0,0,0
91950,8,2024,C,Y,533,7594649,14249
91950,8,2024,I,Y,0,0,0
91950,8,2024,R,Y,3174,1370742,432
91962,8,2024,A,Y,0,0,0
91962,8,2024,C,Y,0,0,0
91962,8,2024,I,Y,0,0,0
91962,8,2024,R,Y,0,0,0
91963,8,2024,A,Y,0,0,0
91963,8,2024,C,Y,0,0,0
91963,8,2024,I,Y,0,0,0
91963,8,2024,R,Y,0,0,0
91977,8,2024,A,Y,0,0,0
91977,8,2024,C,Y,0,0,0
91977,8,2024,I,Y,0,0,0
91977,8,2024,R,N,3572,1635558,458
91978,8,2024,A,Y,0,0,0
91978,8,2024,C,Y,0,0,0
91978,8,2024,I,Y,0,0,0
91978,8,2024,R,N,620,538595,869
91980,8,2024,A,Y,0,0,0
91980,8,2024,C,Y,0,0,0
91980,8,2024,I,Y,0,0,0
91980,8,2024,R,Y,0,0,0
92003,8,2024,A,Y,0,0,0
92003,8,2024,C,Y,0,0,0
92003,8,2024,I,Y,0,0,0
92003,8,2024,R,N,379,159416,421
92004,8,2024,A,Y,0,0,0
92004,8,2024,C,Y,0,0,0
92004,8,2024,I,Y,0,0,0
92004,8,2024,R,Y,374,302840,810
92007,8,2024,A,Y,0,0,0
92007,8,2024,C,Y,0,0,0
92007,8,2024,I,Y,0,0,0
92007,8,2024,R,N,1254,430584,343
92008,8,2024,A,Y,0,0,0
92008,8,2024,C,Y,0,0,0
92008,8,2024,I,Y,0,0,0
92008,8,2024,R,N,5160,1954563,379
92009,8,2024,A,Y,0,0,0
92009,8,2024,C,Y,0,0,0
92009,8,2024,I,Y,0,0,0
92009,8,2024,R,N,4590,2133740,465
92010,8,2024,A,Y,0,0,0
92010,8,2024,C,Y,0,0,0
92010,8,2024,I,Y,0,0,0
92010,8,2024,R,N,2524,2086717,827
92011,8,2024,A,Y,0,0,0
92011,8,2024,C,N,257,2387524,9290
92011,8,2024,I,Y,0,0,0
92011,8,2024,R,N,3131,1357041,433
92014,8,2024,A,Y,0,0,0
92014,8,2024,C,Y,0,0,0
92014,8,2024,I,Y,0,0,0
92014,8,2024,R,N,1968,936097,476
92019,8,2024,A,Y,0,0,0
92019,8,2024,C,Y,0,0,0
92019,8,2024,I,Y,0,0,0
92019,8,2024,R,N,7605,5372314,706
92020,8,2024,A,Y,0,0,0
92020,8,2024,C,N,2043,17422821,8528
92020,8,2024,I,Y,0,0,0
92020,8,2024,R,N,19598,12076793,616
92021,8,2024,A,Y,0,0,0
92021,8,2024,C,N,879,8324139,9470
92021,8,2024,I,Y,0,0,0
92021,8,2024,R,N,12925,8974511,694
92024,8,2024,A,Y,0,0,0
92024,8,2024,C,Y,0,0,0
92024,8,2024,I,Y,0,0,0
92024,8,2024,R,Y,5019,1824476,364
92025,8,2024,A,Y,0,0,0
92025,8,2024,C,Y,414,4910578,11861
92025,8,2024,I,Y,0,0,0
92025,8,2024,R,Y,3176,1510732,476
92026,8,2024,A,Y,0,0,0
92026,8,2024,C,N,95,1264312,13309
92026,8,2024,I,Y,0,0,0
92026,8,2024,R,N,3319,1872650,564
92027,8,2024,A,Y,0,0,0
92027,8,2024,C,Y,0,0,0
92027,8,2024,I,Y,0,0,0
92027,8,2024,R,Y,3278,1792642,547
92028,8,2024,A,Y,0,0,0
92028,8,2024,C,Y,0,0,0
92028,8,2024,I,Y,0,0,0
92028,8,2024,R,N,3896,1886945,484
92029,8,2024,A,Y,0,0,0
92029,8,2024,C,Y,0,0,0
92029,8,2024,I,Y,0,0,0
92029,8,2024,R,N,1288,1357888,1054
92036,8,2024,A,Y,0,0,0
92036,8,2024,C,Y,0,0,0
92036,8,2024,I,Y,0,0,0
92036,8,2024,R,Y,399,193808,486
92037,8,2024,A,Y,0,0,0
92037,8,2024,C,Y,0,0,0
92037,8,2024,I,Y,0,0,0
92037,8,2024,R,Y,5946,2626851,442
92040,8,2024,A,Y,0,0,0
92040,8,2024,C,Y,0,0,0
92040,8,2024,I,Y,0,0,0
92040,8,2024,R,N,3244,3357291,1035
92045,8,2024,C,Y,0,0,0
92045,8,2024,I,Y,0,0,0
92045,8,2024,R,Y,0,0,0
92049,8,2024,A,Y,0,0,0
92049,8,2024,C,Y,0,0,0
92049,8,2024,I,Y,0,0,0
92049,8,2024,R,Y,0,0,0
92054,8,2024,A,Y,0,0,0
92054,8,2024,C,Y,178,2856425,16047
92054,8,2024,I,Y,0,0,0
92054,8,2024,R,Y,3041,766988,252
92055,8,2024,A,Y,0,0,0
92055,8,2024,C,Y,0,0,0
92055,8,2024,I,Y,0,0,0
92055,8,2024,R,Y,0,0,0
92056,8,2024,A,Y,0,0,0
92056,8,2024,C,Y,0,0,0
92056,8,2024,I,Y,0,0,0
92056,8,2024,R,N,5431,1259284,232
92057,8,2024,A,Y,0,0,0
92057,8,2024,C,Y,0,0,0
92057,8,2024,I,Y,0,0,0
92057,8,2024,R,N,5086,1188363,234
92058,8,2024,A,Y,0,0,0
92058,8,2024,C,Y,0,0,0
92058,8,2024,I,Y,0,0,0
92058,8,2024,R,Y,1514,1050212,694
92059,8,2024,A,Y,0,0,0
92059,8,2024,C,Y,0,0,0
92059,8,2024,I,Y,0,0,0
92059,8,2024,R,N,417,412925,990
92060,8,2024,A,Y,0,0,0
92060,8,2024,C,Y,0,0,0
92060,8,2024,I,Y,0,0,0
92060,8,2024,R,Y,0,0,0
92061,8,2024,A,Y,0,0,0
92061,8,2024,C,Y,0,0,0
92061,8,2024,I,Y,0,0,0
92061,8,2024,R,N,386,307487,797
92064,8,2024,A,Y,0,0,0
92064,8,2024,C,Y,0,0,0
92064,8,2024,I,Y,0,0,0
92064,8,2024,R,N,15845,10018459,632
92065,8,2024,A,Y,0,0,0
92065,8,2024,C,Y,0,0,0
92065,8,2024,I,Y,0,0,0
92065,8,2024,R,Y,2851,1939643,680
92066,8,2024,A,Y,0,0,0
92066,8,2024,C,Y,0,0,0
92066,8,2024,I,Y,0,0,0
92066,8,2024,R,Y,0,0,0
92067,8,2024,A,Y,0,0,0
92067,8,2024,C,Y,0,0,0
92067,8,2024,I,Y,0,0,0
92067,8,2024,R,N,563,854883,1518
92068,8,2024,A,Y,0,0,0
92068,8,2024,C,Y,0,0,0
92068,8,2024,I,Y,0,0,0
92068,8,2024,R,Y,0,0,0
92069,8,2024,A,Y,0,0,0
92069,8,2024,C,Y,0,0,0
92069,8,2024,I,Y,0,0,0
92069,8,2024,R,Y,3341,906973,271
92070,8,2024,A,Y,0,0,0
92070,8,2024,C,Y,0,0,0
92070,8,2024,I,Y,0,0,0
92070,8,2024,R,Y,0,0,0
92071,8,2024,A,Y,0,0,0
92071,8,2024,C,Y,1373,10802867,7868
92071,8,2024,I,Y,0,0,0
92071,8,2024,R,Y,20105,14586659,726
92072,8,2024,A,Y,0,0,0
92072,8,2024,C,Y,0,0,0
92072,8,2024,I,Y,0,0,0
92072,8,2024,R,Y,0,0,0
92075,8,2024,A,Y,0,0,0
92075,8,2024,C,N,699,3238916,4634
92075,8,2024,I,Y,0,0,0
92075,8,2024,R,N,5690,2488426,437
92078,8,2024,A,Y,0,0,0
92078,8,2024,C,Y,0,0,0
92078,8,2024,I,Y,0,0,0
92078,8,2024,R,N,3646,2139345,587
92079,8,2024,A,Y,0,0,0
92079,8,2024,C,Y,0,0,0
92079,8,2024,I,Y,0,0,0
92079,8,2024,R,Y,0,0,0
92081,8,2024,A,Y,0,0,0
92081,8,2024,C,Y,0,0,0
92081,8,2024,I,Y,0,0,0
92081,8,2024,R,Y,2898,1064878,367
92082,8,2024,A,Y,0,0,0
92082,8,2024,C,Y,0,0,0
92082,8,2024,I,Y,0,0,0
92082,8,2024,R,Y,1814,1315710,725
92083,8,2024,A,Y,0,0,0
92083,8,2024,C,N,116,1370275,11813
92083,8,2024,I,Y,0,0,0
92083,8,2024,R,N,2569,691431,269
92084,8,2024,A,Y,0,0,0
92084,8,2024,C,Y,0,0,0
92084,8,2024,I,Y,0,0,0
92084,8,2024,R,Y,3269,1060481,324
92085,8,2024,A,Y,0,0,0
92085,8,2024,C,Y,0,0,0
92085,8,2024,I,Y,0,0,0
92085,8,2024,R,Y,0,0,0
92086,8,2024,A,Y,0,0,0
92086,8,2024,C,Y,0,0,0
92086,8,2024,I,Y,0,0,0
92086,8,2024,R,Y,112,75052,670
92091,8,2024,A,Y,0,0,0
92091,8,2024,C,Y,0,0,0
92091,8,2024,I,Y,0,0,0
92091,8,2024,R,N,179,147208,822
92092,8,2024,A,Y,0,0,0
92092,8,2024,C,Y,0,0,0
92092,8,2024,I,Y,0,0,0
92092,8,2024,R,Y,0,0,0
92093,8,2024,A,Y,0,0,0
92093,8,2024,C,Y,0,0,0
92093,8,2024,I,Y,0,0,0
92093,8,2024,R,Y,0,0,0
92096,8,2024,A,Y,0,0,0
92096,8,2024,C,Y,0,0,0
92096,8,2024,I,Y,0,0,0
92096,8,2024,R,Y,0,0,0
92101,8,2024,A,Y,0,0,0
92101,8,2024,C,Y,0,0,0
92101,8,2024,I,Y,0,0,0
92101,8,2024,R,Y,15984,7529086,471
92102,8,2024,A,Y,0,0,0
92102,8,2024,C,N,203,1908515,9402
92102,8,2024,I,Y,0,0,0
92102,8,2024,R,N,4726,1599500,338
92103,8,2024,A,Y,0,0,0
92103,8,2024,C,Y,0,0,0
92103,8,2024,I,Y,0,0,0
92103,8,2024,R,Y,7884,2516667,319
92104,8,2024,A,Y,0,0,0
92104,8,2024,C,Y,0,0,0
92104,8,2024,I,Y,0,0,0
92104,8,2024,R,N,8802,2555404,290
92105,8,2024,A,Y,0,0,0
92105,8,2024,C,Y,0,0,0
92105,8,2024,I,Y,0,0,0
92105,8,2024,R,N,5973,1960929,328
92106,8,2024,A,Y,0,0,0
92106,8,2024,C,Y,0,0,0
92106,8,2024,I,Y,0,0,0
92106,8,2024,R,Y,2115,803459,380
92107,8,2024,A,Y,0,0,0
92107,8,2024,C,Y,0,0,0
92107,8,2024,I,Y,0,0,0
92107,8,2024,R,N,4567,1219609,267
92108,8,2024,A,Y,0,0,0
92108,8,2024,C,N,461,13402016,29072
92108,8,2024,I,Y,0,0,0
92108,8,2024,R,N,8584,3769748,439
92109,8,2024,A,Y,0,0,0
92109,8,2024,C,Y,0,0,0
92109,8,2024,I,Y,0,0,0
92109,8,2024,R,N,9632,2887627,300
92110,8,2024,A,Y,0,0,0
92110,8,2024,C,Y,0,0,0
92110,8,2024,I,Y,0,0,0
92110,8,2024,R,N,4564,1586016,348
92111,8,2024,A,Y,0,0,0
92111,8,2024,C,Y,663,6348771,9576
92111,8,2024,I,Y,0,0,0
92111,8,2024,R,Y,4433,1487895,336
92112,8,2024,A,Y,0,0,0
92112,8,2024,C,Y,0,0,0
92112,8,2024,I,Y,0,0,0
92112,8,2024,R,Y,0,0,0
92113,8,2024,A,Y,0,0,0
92113,8,2024,C,Y,0,0,0
92113,8,2024,I,Y,0,0,0
92113,8,2024,R,N,3415,1052988,308
92114,8,2024,A,Y,0,0,0
92114,8,2024,C,Y,0,0,0
92114,8,2024,I,Y,0,0,0
92114,8,2024,R,N,3300,1356785,411
92115,8,2024,A,Y,0,0,0
92115,8,2024,C,Y,581,5951654,10244
92115,8,2024,I,Y,0,0,0
92115,8,2024,R,Y,7910,2804637,355
92116,8,2024,A,Y,0,0,0
92116,8,2024,C,Y,0,0,0
92116,8,2024,I,Y,0,0,0
92116,8,2024,R,N,6313,1811998,287
92117,8,2024,A,Y,0,0,0
92117,8,2024,C,Y,0,0,0
92117,8,2024,I,Y,0,0,0
92117,8,2024,R,N,5564,1709546,307
92118,8,2024,A,Y,0,0,0
92118,8,2024,C,Y,0,0,0
92118,8,2024,I,Y,0,0,0
92118,8,2024,R,Y,7960,5585674,702
92119,8,2024,A,Y,0,0,0
92119,8,2024,C,Y,0,0,0
92119,8,2024,I,Y,0,0,0
92119,8,2024,R,N,2417,1096106,453
92120,8,2024,A,Y,0,0,0
92120,8,2024,C,Y,0,0,0
92120,8,2024,I,Y,0,0,0
92120,8,2024,R,N,4347,2075200,477
92121,8,2024,A,Y,0,0,0
92121,8,2024,C,Y,0,0,0
92121,8,2024,I,Y,0,0,0
92121,8,2024,R,Y,760,664286,874
92122,8,2024,A,Y,0,0,0
92122,8,2024,C,Y,0,0,0
92122,8,2024,I,Y,0,0,0
92122,8,2024,R,N,10548,3230160,306
92123,8,2024,A,Y,0,0,0
92123,8,2024,C,Y,492,21869719,44451
92123,8,2024,I,Y,0,0,0
92123,8,2024,R,Y,4866,2777685,571
92124,8,2024,A,Y,0,0,0
92124,8,2024,C,Y,0,0,0
92124,8,2024,I,Y,0,0,0
92124,8,2024,R,N,3098,1444695,466
92126,8,2024,A,Y,0,0,0
92126,8,2024,C,Y,651,4809008,7387
92126,8,2024,I,Y,0,0,0
92126,8,2024,R,Y,8558,3132175,366
92127,8,2024,A,Y,0,0,0
92127,8,2024,C,Y,0,0,0
92127,8,2024,I,Y,0,0,0
92127,8,2024,R,N,3620,2615343,722
92128,8,2024,A,Y,0,0,0
92128,8,2024,C,Y,0,0,0
92128,8,2024,I,Y,0,0,0
92128,8,2024,R,Y,5980,3218142,538
92129,8,2024,A,Y,0,0,0
92129,8,2024,C,Y,0,0,0
92129,8,2024,I,Y,0,0,0
92129,8,2024,R,N,4646,2067413,445
92130,8,2024,A,Y,0,0,0
92130,8,2024,C,Y,0,0,0
92130,8,2024,I,Y,0,0,0
92130,8,2024,R,N,6814,2885828,424
92131,8,2024,A,Y,0,0,0
92131,8,2024,C,Y,206,4016141,19496
92131,8,2024,I,Y,0,0,0
92131,8,2024,R,Y,3442,1687278,490
92132,8,2024,A,Y,0,0,0
92132,8,2024,C,Y,0,0,0
92132,8,2024,I,Y,0,0,0
92132,8,2024,R,Y,0,0,0
92134,8,2024,A,Y,0,0,0
92134,8,2024,C,Y,0,0,0
92134,8,2024,I,Y,0,0,0
92134,8,2024,R,Y,0,0,0
92135,8,2024,A,Y,0,0,0
92135,8,2024,C,Y,0,0,0
92135,8,2024,I,Y,0,0,0
92135,8,2024,R,Y,0,0,0
92136,8,2024,A,Y,0,0,0
92136,8,2024,C,Y,0,0,0
92136,8,2024,I,Y,0,0,0
92136,8,2024,R,Y,0,0,0
92139,8,2024,A,Y,0,0,0
92139,8,2024,C,Y,0,0,0
92139,8,2024,I,Y,0,0,0
92139,8,2024,R,N,2027,763922,377
92145,8,2024,A,Y,0,0,0
92145,8,2024,C,Y,0,0,0
92145,8,2024,I,Y,0,0,0
92145,8,2024,R,Y,0,0,0
92152,8,2024,A,Y,0,0,0
92152,8,2024,C,Y,0,0,0
92152,8,2024,I,Y,0,0,0
92152,8,2024,R,Y,0,0,0
92154,8,2024,A,Y,0,0,0
92154,8,2024,C,Y,624,10584794,16963
92154,8,2024,I,Y,0,0,0
92154,8,2024,R,Y,5339,2342304,439
92155,8,2024,A,Y,0,0,0
92155,8,2024,C,Y,0,0,0
92155,8,2024,I,Y,0,0,0
92155,8,2024,R,Y,0,0,0
92158,8,2024,A,Y,0,0,0
92158,8,2024,C,Y,0,0,0
92158,8,2024,I,Y,0,0,0
92158,8,2024,R,Y,0,0,0
92161,8,2024,A,Y,0,0,0
92161,8,2024,C,Y,0,0,0
92161,8,2024,I,Y,0,0,0
92161,8,2024,R,Y,0,0,0
92173,8,2024,A,Y,0,0,0
92173,8,2024,C,Y,0,0,0
92173,8,2024,I,Y,0,0,0
92173,8,2024,R,N,1258,288493,229
92179,8,2024,A,Y,0,0,0
92179,8,2024,C,Y,0,0,0
92179,8,2024,I,Y,0,0,0
92179,8,2024,R,Y,0,0,0
92182,8,2024,A,Y,0,0,0
92182,8,2024,C,Y,0,0,0
92182,8,2024,I,Y,0,0,0
92182,8,2024,R,Y,0,0,0
92199,8,2024,A,Y,0,0,0
92199,8,2024,C,Y,0,0,0
92199,8,2024,I,Y,0,0,0
92199,8,2024,R,Y,0,0,0
92536,8,2024,A,Y,0,0,0
92536,8,2024,C,Y,0,0,0
92536,8,2024,I,Y,0,0,0
92536,8,2024,R,Y,0,0,0
92624,8,2024,A,Y,0,0,0
92624,8,2024,C,Y,0,0,0
92624,8,2024,I,Y,0,0,0
92624,8,2024,R,N,2881,1417317,492
92625,8,2024,A,Y,0,0,0
92629,8,2024,A,Y,0,0,0
92629,8,2024,C,Y,0,0,0
92629,8,2024,I,Y,0,0,0
92629,8,2024,R,N,13145,6402121,487
92649,8,2024,A,Y,0,0,0
92651,8,2024,A,Y,0,0,0
92651,8,2024,C,Y,0,0,0
92651,8,2024,I,Y,0,0,0
92651,8,2024,R,Y,1642,1052645,641
92653,8,2024,A,Y,0,0,0
92653,8,2024,C,Y,0,0,0
92653,8,2024,I,Y,0,0,0
92653,8,2024,R,N,5753,4840782,841
92654,8,2024,A,Y,0,0,0
92654,8,2024,C,Y,0,0,0
92654,8,2024,I,Y,0,0,0
92654,8,2024,R,Y,0,0,0
92656,8,2024,A,Y,0,0,0
92656,8,2024,C,Y,0,0,0
92656,8,2024,I,Y,0,0,0
92656,8,2024,R,N,2348,1227866,523
92672,8,2024,A,Y,0,0,0
92672,8,2024,C,Y,0,0,0
92672,8,2024,I,Y,0,0,0
92672,8,2024,R,Y,15552,6359577,409
92673,8,2024,A,Y,0,0,0
92673,8,2024,C,N,762,6922198,9084
92673,8,2024,I,Y,0,0,0
92673,8,2024,R,N,10214,5726879,561
92674,8,2024,A,Y,0,0,0
92674,8,2024,C,Y,0,0,0
92674,8,2024,I,Y,0,0,0
92674,8,2024,R,Y,0,0,0
92675,8,2024,A,Y,0,0,0
92675,8,2024,C,Y,1318,9836264,7463
92675,8,2024,I,Y,0,0,0
92675,8,2024,R,Y,11957,7885376,659
92676,8,2024,A,Y,0,0,0
92676,8,2024,C,Y,0,0,0
92676,8,2024,I,Y,0,0,0
92676,8,2024,R,Y,0,0,0
92677,8,2024,A,Y,0,0,0
92677,8,2024,C,Y,1698,14092950,8300
92677,8,2024,I,Y,0,0,0
92677,8,2024,R,Y,23076,13593874,589
92679,8,2024,A,Y,0,0,0
92679,8,2024,C,Y,0,0,0
92679,8,2024,I,Y,0,0,0
92679,8,2024,R,N,3225,3199906,992
92688,8,2024,A,Y,0,0,0
92688,8,2024,C,Y,0,0,0
92688,8,2024,I,Y,0,0,0
92688,8,2024,R,N,1980,1241504,627
92690,8,2024,A,Y,0,0,0
92690,8,2024,C,Y,0,0,0
92690,8,2024,I,Y,0,0,0
92690,8,2024,R,Y,0,0,0
92691,8,2024,A,Y,0,0,0
92691,8,2024,C,Y,0,0,0
92691,8,2024,I,Y,0,0,0
92691,8,2024,R,Y,3919,2591115,661
92692,8,2024,A,Y,0,0,0
92692,8,2024,C,Y,0,0,0
92692,8,2024,I,Y,0,0,0
92692,8,2024,R,N,6336,4175291,659
92693,8,2024,A,Y,0,0,0
92693,8,2024,C,Y,0,0,0
92693,8,2024,I,Y,0,0,0
92693,8,2024,R,Y,0,0,0
92694,8,2024,A,Y,0,0,0
92694,8,2024,C,Y,0,0,0
92694,8,2024,I,Y,0,0,0
92694,8,2024,R,N,13063,8920933,683
